WeekBeginning,WeekEnding,AgeGroup,Pathogen,RatePer100000
20171002,20171008,45-64 years,Influenza - Type A (any subtype),0.3
20171002,20171008,45-64 years,Influenza - Type A (not subtyped),0.1
20171002,20171008,45-64 years,Influenza - Type A or B,0.3
20171002,20171008,45-64 years,Influenza - Type A(H1N1)pdm09,0
20171002,20171008,45-64 years,Influenza - Type A(H3),0.2
20171002,20171008,45-64 years,Influenza - Type B,0
20171002,20171008,45-64 years,Mycoplasma pneumoniae,0.2
20171002,20171008,45-64 years,Parainfluenza virus,0.5
20171002,20171008,45-64 years,Respiratory syncytial virus,0.1
20171002,20171008,45-64 years,Rhinovirus,1.7
20171002,20171008,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0.1
20171002,20171008,65-74 years,Adenovirus,0
20171002,20171008,65-74 years,Human metapneumovirus,0.2
20171002,20171008,65-74 years,Influenza - Type A (any subtype),1.2
20171002,20171008,65-74 years,Influenza - Type A (not subtyped),0.4
20171002,20171008,65-74 years,Influenza - Type A or B,1.4
20171002,20171008,65-74 years,Influenza - Type A(H1N1)pdm09,0.2
20171002,20171008,65-74 years,Influenza - Type A(H3),0.7
20171002,20171008,65-74 years,Influenza - Type B,0.2
20171002,20171008,65-74 years,Mycoplasma pneumoniae,0
20171002,20171008,65-74 years,Parainfluenza virus,1.1
20171002,20171008,65-74 years,Respiratory syncytial virus,0
20171002,20171008,65-74 years,Rhinovirus,2.7
20171002,20171008,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20171002,20171008,75+ years,Adenovirus,0.7
20171002,20171008,75+ years,Human metapneumovirus,0.7
20171002,20171008,75+ years,Influenza - Type A (any subtype),0.9
20171002,20171008,75+ years,Influenza - Type A (not subtyped),0.2
20171002,20171008,75+ years,Influenza - Type A or B,0.9
20171002,20171008,75+ years,Influenza - Type A(H1N1)pdm09,0.2
20171002,20171008,75+ years,Influenza - Type A(H3),0.4
20171002,20171008,75+ years,Influenza - Type B,0
20171002,20171008,75+ years,Mycoplasma pneumoniae,0.2
20171002,20171008,75+ years,Parainfluenza virus,1.3
20171002,20171008,75+ years,Respiratory syncytial virus,0
20171002,20171008,75+ years,Rhinovirus,4.2
20171002,20171008,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),0
20171009,20171015,<1 years,Adenovirus,3.7
20171009,20171015,<1 years,Human metapneumovirus,0
20171009,20171015,<1 years,Influenza - Type A (any subtype),0
20171009,20171015,<1 years,Influenza - Type A (not subtyped),0
20171009,20171015,<1 years,Influenza - Type A or B,0
20171009,20171015,<1 years,Influenza - Type A(H1N1)pdm09,0
20171009,20171015,<1 years,Influenza - Type A(H3),0
20171009,20171015,<1 years,Influenza - Type B,0
20171009,20171015,<1 years,Mycoplasma pneumoniae,0
20171009,20171015,<1 years,Parainfluenza virus,11.2
20171009,20171015,<1 years,Respiratory syncytial virus,24.3
20171009,20171015,<1 years,Rhinovirus,35.5
20171009,20171015,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),1.9
20171009,20171015,1-4 years,Adenovirus,15.3
20171009,20171015,1-4 years,Human metapneumovirus,0.9
20171009,20171015,1-4 years,Influenza - Type A (any subtype),0.4
20171009,20171015,1-4 years,Influenza - Type A (not subtyped),0
20171009,20171015,1-4 years,Influenza - Type A or B,1.3
20171009,20171015,1-4 years,Influenza - Type A(H1N1)pdm09,0
20171009,20171015,1-4 years,Influenza - Type A(H3),0.4
20171009,20171015,1-4 years,Influenza - Type B,0.9
20171009,20171015,1-4 years,Mycoplasma pneumoniae,0.9
20171009,20171015,1-4 years,Parainfluenza virus,7.9
20171009,20171015,1-4 years,Respiratory syncytial virus,11.8
20171009,20171015,1-4 years,Rhinovirus,22.3
20171009,20171015,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20171009,20171015,5-14 years,Adenovirus,1.2
20171009,20171015,5-14 years,Human metapneumovirus,0
20171009,20171015,5-14 years,Influenza - Type A (any subtype),0
20171009,20171015,5-14 years,Influenza - Type A (not subtyped),0
20171009,20171015,5-14 years,Influenza - Type A or B,0.3
20171009,20171015,5-14 years,Influenza - Type A(H1N1)pdm09,0
20171009,20171015,5-14 years,Influenza - Type A(H3),0
20171009,20171015,5-14 years,Influenza - Type B,0.3
20171009,20171015,5-14 years,Mycoplasma pneumoniae,1.2
20171009,20171015,5-14 years,Parainfluenza virus,0.7
20171009,20171015,5-14 years,Respiratory syncytial virus,0
20171009,20171015,5-14 years,Rhinovirus,1.9
20171009,20171015,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20171009,20171015,15-44 years,Adenovirus,0.6
20171009,20171015,15-44 years,Human metapneumovirus,0
20171009,20171015,15-44 years,Influenza - Type A (any subtype),0.1
20171009,20171015,15-44 years,Influenza - Type A (not subtyped),0
20171009,20171015,15-44 years,Influenza - Type A or B,0.1
20171009,20171015,15-44 years,Influenza - Type A(H1N1)pdm09,0
20171009,20171015,15-44 years,Influenza - Type A(H3),0
20171009,20171015,15-44 years,Influenza - Type B,0
20171009,20171015,15-44 years,Mycoplasma pneumoniae,0.2
20171009,20171015,15-44 years,Parainfluenza virus,0.2
20171009,20171015,15-44 years,Respiratory syncytial virus,0.1
20171009,20171015,15-44 years,Rhinovirus,1
20171009,20171015,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20171009,20171015,45-64 years,Adenovirus,0.2
20171009,20171015,45-64 years,Human metapneumovirus,0
20171009,20171015,45-64 years,Influenza - Type A (any subtype),0
20171009,20171015,45-64 years,Influenza - Type A (not subtyped),0
20171009,20171015,45-64 years,Influenza - Type A or B,0.1
20171009,20171015,45-64 years,Influenza - Type A(H1N1)pdm09,0
20171009,20171015,45-64 years,Influenza - Type A(H3),0
20171009,20171015,45-64 years,Influenza - Type B,0.1
20171009,20171015,45-64 years,Mycoplasma pneumoniae,0.1
20171009,20171015,45-64 years,Parainfluenza virus,0.5
20171009,20171015,45-64 years,Respiratory syncytial virus,0.1
20171009,20171015,45-64 years,Rhinovirus,1.5
20171009,20171015,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0.1
20171009,20171015,65-74 years,Adenovirus,0
20171009,20171015,65-74 years,Human metapneumovirus,0.2
20171009,20171015,65-74 years,Influenza - Type A (any subtype),0.9
20171009,20171015,65-74 years,Influenza - Type A (not subtyped),0.2
20171009,20171015,65-74 years,Influenza - Type A or B,0.9
20171009,20171015,65-74 years,Influenza - Type A(H1N1)pdm09,0
20171009,20171015,65-74 years,Influenza - Type A(H3),0.7
20171009,20171015,65-74 years,Influenza - Type B,0
20171009,20171015,65-74 years,Mycoplasma pneumoniae,0.2
20171009,20171015,65-74 years,Parainfluenza virus,1.2
20171009,20171015,65-74 years,Respiratory syncytial virus,0
20171009,20171015,65-74 years,Rhinovirus,2.7
20171009,20171015,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20171009,20171015,75+ years,Adenovirus,0.2
20171009,20171015,75+ years,Human metapneumovirus,0
20171009,20171015,75+ years,Influenza - Type A (any subtype),0.9
20171009,20171015,75+ years,Influenza - Type A (not subtyped),0.2
20171009,20171015,75+ years,Influenza - Type A or B,1.1
20171009,20171015,75+ years,Influenza - Type A(H1N1)pdm09,0
20171009,20171015,75+ years,Influenza - Type A(H3),0.7
20171009,20171015,75+ years,Influenza - Type B,0.2
20171009,20171015,75+ years,Mycoplasma pneumoniae,0
20171009,20171015,75+ years,Parainfluenza virus,0.9
20171009,20171015,75+ years,Respiratory syncytial virus,1.1
20171009,20171015,75+ years,Rhinovirus,4.5
20171009,20171015,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20171016,20171022,<1 years,Adenovirus,3.7
20171016,20171022,<1 years,Human metapneumovirus,1.9
20171016,20171022,<1 years,Influenza - Type A (any subtype),0
20171016,20171022,<1 years,Influenza - Type A (not subtyped),0
20171016,20171022,<1 years,Influenza - Type A or B,0
20171016,20171022,<1 years,Influenza - Type A(H1N1)pdm09,0
20171016,20171022,<1 years,Influenza - Type A(H3),0
20171016,20171022,<1 years,Influenza - Type B,0
20171016,20171022,<1 years,Mycoplasma pneumoniae,0
20171016,20171022,<1 years,Parainfluenza virus,1.9
20171016,20171022,<1 years,Respiratory syncytial virus,16.8
20171016,20171022,<1 years,Rhinovirus,22.4
20171016,20171022,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20171016,20171022,1-4 years,Adenovirus,15.3
20171016,20171022,1-4 years,Human metapneumovirus,0.9
20171016,20171022,1-4 years,Influenza - Type A (any subtype),1.3
20171016,20171022,1-4 years,Influenza - Type A (not subtyped),0.4
20171016,20171022,1-4 years,Influenza - Type A or B,3.1
20171016,20171022,1-4 years,Influenza - Type A(H1N1)pdm09,0
20171016,20171022,1-4 years,Influenza - Type A(H3),0.9
20171016,20171022,1-4 years,Influenza - Type B,1.8
20171016,20171022,1-4 years,Mycoplasma pneumoniae,0.9
20171016,20171022,1-4 years,Parainfluenza virus,3.9
20171016,20171022,1-4 years,Respiratory syncytial virus,15.3
20171016,20171022,1-4 years,Rhinovirus,10.1
20171016,20171022,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20171016,20171022,5-14 years,Adenovirus,1.4
20171016,20171022,5-14 years,Human metapneumovirus,0
20171016,20171022,5-14 years,Influenza - Type A (any subtype),0.2
20171016,20171022,5-14 years,Influenza - Type A (not subtyped),0
20171016,20171022,5-14 years,Influenza - Type A or B,0.2
20171016,20171022,5-14 years,Influenza - Type A(H1N1)pdm09,0
20171016,20171022,5-14 years,Influenza - Type A(H3),0.2
20171016,20171022,5-14 years,Influenza - Type B,0.2
20171016,20171022,5-14 years,Mycoplasma pneumoniae,1.2
20171016,20171022,5-14 years,Parainfluenza virus,0.7
20171016,20171022,5-14 years,Respiratory syncytial virus,0
20171016,20171022,5-14 years,Rhinovirus,1.9
20171016,20171022,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20171016,20171022,15-44 years,Adenovirus,0.2
20171016,20171022,15-44 years,Human metapneumovirus,0
20171016,20171022,15-44 years,Influenza - Type A (any subtype),0.1
20171016,20171022,15-44 years,Influenza - Type A (not subtyped),0
20171016,20171022,15-44 years,Influenza - Type A or B,0.1
20171016,20171022,15-44 years,Influenza - Type A(H1N1)pdm09,0
20171016,20171022,15-44 years,Influenza - Type A(H3),0.1
20171016,20171022,15-44 years,Influenza - Type B,0
20171016,20171022,15-44 years,Mycoplasma pneumoniae,0.3
20171016,20171022,15-44 years,Parainfluenza virus,0
20171016,20171022,15-44 years,Respiratory syncytial virus,0
20171016,20171022,15-44 years,Rhinovirus,0.5
20171016,20171022,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20171016,20171022,45-64 years,Adenovirus,0.3
20171016,20171022,45-64 years,Human metapneumovirus,0.1
20171016,20171022,45-64 years,Influenza - Type A (any subtype),0.1
20171016,20171022,45-64 years,Influenza - Type A (not subtyped),0
20171016,20171022,45-64 years,Influenza - Type A or B,0.3
20171016,20171022,45-64 years,Influenza - Type A(H1N1)pdm09,0
20171016,20171022,45-64 years,Influenza - Type A(H3),0.1
20171016,20171022,45-64 years,Influenza - Type B,0.2
20171016,20171022,45-64 years,Mycoplasma pneumoniae,0
20171016,20171022,45-64 years,Parainfluenza virus,0.2
20171016,20171022,45-64 years,Respiratory syncytial virus,0.1
20171016,20171022,45-64 years,Rhinovirus,0.9
20171016,20171022,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0.1
20171016,20171022,65-74 years,Adenovirus,0.9
20171016,20171022,65-74 years,Human metapneumovirus,0.2
20171016,20171022,65-74 years,Influenza - Type A (any subtype),0.2
20171016,20171022,65-74 years,Influenza - Type A (not subtyped),0
20171016,20171022,65-74 years,Influenza - Type A or B,0.4
20171016,20171022,65-74 years,Influenza - Type A(H1N1)pdm09,0
20171016,20171022,65-74 years,Influenza - Type A(H3),0.2
20171016,20171022,65-74 years,Influenza - Type B,0.2
20171016,20171022,65-74 years,Mycoplasma pneumoniae,0
20171016,20171022,65-74 years,Parainfluenza virus,0.7
20171016,20171022,65-74 years,Respiratory syncytial virus,0
20171016,20171022,65-74 years,Rhinovirus,2.7
20171016,20171022,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20171016,20171022,75+ years,Adenovirus,0.4
20171016,20171022,75+ years,Human metapneumovirus,0
20171016,20171022,75+ years,Influenza - Type A (any subtype),0.9
20171016,20171022,75+ years,Influenza - Type A (not subtyped),0
20171016,20171022,75+ years,Influenza - Type A or B,1.3
20171016,20171022,75+ years,Influenza - Type A(H1N1)pdm09,0
20171016,20171022,75+ years,Influenza - Type A(H3),0.9
20171016,20171022,75+ years,Influenza - Type B,0.4
20171016,20171022,75+ years,Mycoplasma pneumoniae,0.2
20171016,20171022,75+ years,Parainfluenza virus,0
20171016,20171022,75+ years,Respiratory syncytial virus,0.7
20171016,20171022,75+ years,Rhinovirus,2.9
20171016,20171022,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),0
20171023,20171029,<1 years,Adenovirus,11.2
20171023,20171029,<1 years,Human metapneumovirus,0
20171023,20171029,<1 years,Influenza - Type A (any subtype),0
20171023,20171029,<1 years,Influenza - Type A (not subtyped),0
20171023,20171029,<1 years,Influenza - Type A or B,0
20171023,20171029,<1 years,Influenza - Type A(H1N1)pdm09,0
20171023,20171029,<1 years,Influenza - Type A(H3),0
20171023,20171029,<1 years,Influenza - Type B,0
20171023,20171029,<1 years,Mycoplasma pneumoniae,0
20171023,20171029,<1 years,Parainfluenza virus,1.9
20171023,20171029,<1 years,Respiratory syncytial virus,24.3
20171023,20171029,<1 years,Rhinovirus,16.8
20171023,20171029,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20171023,20171029,1-4 years,Adenovirus,7.4
20171023,20171029,1-4 years,Human metapneumovirus,1.3
20171023,20171029,1-4 years,Influenza - Type A (any subtype),0
20171023,20171029,1-4 years,Influenza - Type A (not subtyped),0
20171023,20171029,1-4 years,Influenza - Type A or B,0
20171023,20171029,1-4 years,Influenza - Type A(H1N1)pdm09,0
20171023,20171029,1-4 years,Influenza - Type A(H3),0
20171023,20171029,1-4 years,Influenza - Type B,0
20171023,20171029,1-4 years,Mycoplasma pneumoniae,0.4
20171023,20171029,1-4 years,Parainfluenza virus,2.6
20171023,20171029,1-4 years,Respiratory syncytial virus,18.4
20171023,20171029,1-4 years,Rhinovirus,12.7
20171023,20171029,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),0.9
20171023,20171029,5-14 years,Adenovirus,0.7
20171023,20171029,5-14 years,Human metapneumovirus,0.2
20171023,20171029,5-14 years,Influenza - Type A (any subtype),0.2
20171023,20171029,5-14 years,Influenza - Type A (not subtyped),0
20171023,20171029,5-14 years,Influenza - Type A or B,0.2
20171023,20171029,5-14 years,Influenza - Type A(H1N1)pdm09,0
20171023,20171029,5-14 years,Influenza - Type A(H3),0.2
20171023,20171029,5-14 years,Influenza - Type B,0
20171023,20171029,5-14 years,Mycoplasma pneumoniae,0.3
20171023,20171029,5-14 years,Parainfluenza virus,0.2
20171023,20171029,5-14 years,Respiratory syncytial virus,0.3
20171023,20171029,5-14 years,Rhinovirus,1.7
20171023,20171029,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20171023,20171029,15-44 years,Adenovirus,0.3
20171023,20171029,15-44 years,Human metapneumovirus,0
20171023,20171029,15-44 years,Influenza - Type A (any subtype),0
20171023,20171029,15-44 years,Influenza - Type A (not subtyped),0
20171023,20171029,15-44 years,Influenza - Type A or B,0.1
20171023,20171029,15-44 years,Influenza - Type A(H1N1)pdm09,0
20171023,20171029,15-44 years,Influenza - Type A(H3),0
20171023,20171029,15-44 years,Influenza - Type B,0
20171023,20171029,15-44 years,Mycoplasma pneumoniae,0.3
20171023,20171029,15-44 years,Parainfluenza virus,0.4
20171023,20171029,15-44 years,Respiratory syncytial virus,0.1
20171023,20171029,15-44 years,Rhinovirus,0.7
20171023,20171029,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20171023,20171029,45-64 years,Adenovirus,0.1
20171023,20171029,45-64 years,Human metapneumovirus,0.1
20171023,20171029,45-64 years,Influenza - Type A (any subtype),0.1
20171023,20171029,45-64 years,Influenza - Type A (not subtyped),0
20171023,20171029,45-64 years,Influenza - Type A or B,0.1
20171023,20171029,45-64 years,Influenza - Type A(H1N1)pdm09,0
20171023,20171029,45-64 years,Influenza - Type A(H3),0.1
20171023,20171029,45-64 years,Influenza - Type B,0
20171023,20171029,45-64 years,Mycoplasma pneumoniae,0.1
20171023,20171029,45-64 years,Parainfluenza virus,0.3
20171023,20171029,45-64 years,Respiratory syncytial virus,0.3
20171023,20171029,45-64 years,Rhinovirus,0.6
20171023,20171029,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0.1
20171023,20171029,65-74 years,Adenovirus,0.4
20171023,20171029,65-74 years,Human metapneumovirus,0.2
20171023,20171029,65-74 years,Influenza - Type A (any subtype),0.2
20171023,20171029,65-74 years,Influenza - Type A (not subtyped),0
20171023,20171029,65-74 years,Influenza - Type A or B,0.2
20171023,20171029,65-74 years,Influenza - Type A(H1N1)pdm09,0
20171023,20171029,65-74 years,Influenza - Type A(H3),0.2
20171023,20171029,65-74 years,Influenza - Type B,0
20171023,20171029,65-74 years,Mycoplasma pneumoniae,0.2
20171023,20171029,65-74 years,Parainfluenza virus,0.9
20171023,20171029,65-74 years,Respiratory syncytial virus,0.2
20171023,20171029,65-74 years,Rhinovirus,1.9
20171023,20171029,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20171023,20171029,75+ years,Adenovirus,0.2
20171023,20171029,75+ years,Human metapneumovirus,0.4
20171023,20171029,75+ years,Influenza - Type A (any subtype),0.7
20171023,20171029,75+ years,Influenza - Type A (not subtyped),0.2
20171023,20171029,75+ years,Influenza - Type A or B,0.7
20171023,20171029,75+ years,Influenza - Type A(H1N1)pdm09,0
20171023,20171029,75+ years,Influenza - Type A(H3),0.4
20171023,20171029,75+ years,Influenza - Type B,0
20171023,20171029,75+ years,Mycoplasma pneumoniae,0
20171023,20171029,75+ years,Parainfluenza virus,1.3
20171023,20171029,75+ years,Respiratory syncytial virus,0.9
20171023,20171029,75+ years,Rhinovirus,0.9
20171023,20171029,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),0
20171030,20171105,<1 years,Adenovirus,1.9
20171030,20171105,<1 years,Human metapneumovirus,0
20171030,20171105,<1 years,Influenza - Type A (any subtype),0
20171030,20171105,<1 years,Influenza - Type A (not subtyped),0
20171030,20171105,<1 years,Influenza - Type A or B,0
20171030,20171105,<1 years,Influenza - Type A(H1N1)pdm09,0
20171030,20171105,<1 years,Influenza - Type A(H3),0
20171030,20171105,<1 years,Influenza - Type B,0
20171030,20171105,<1 years,Mycoplasma pneumoniae,0
20171030,20171105,<1 years,Parainfluenza virus,1.9
20171030,20171105,<1 years,Respiratory syncytial virus,33.6
20171030,20171105,<1 years,Rhinovirus,22.4
20171030,20171105,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),1.9
20171030,20171105,1-4 years,Adenovirus,14
20171030,20171105,1-4 years,Human metapneumovirus,0
20171030,20171105,1-4 years,Influenza - Type A (any subtype),0.9
20171030,20171105,1-4 years,Influenza - Type A (not subtyped),0
20171030,20171105,1-4 years,Influenza - Type A or B,1.8
